Image,Age,Gender,Race,Emotion,Age Group
contempt_-_image0018841.jpg,40,Woman,white,happy,middle-aged (30-49)
contempt_-_image0018879.jpg,29,Woman,latino hispanic,neutral,young adult (20-29)
contempt_-_image0018960.jpg,33,Woman,white,happy,middle-aged (30-49)
contempt_-_image0018978.jpg,23,Man,white,neutral,young adult (20-29)
contempt_-_image0019015.jpg,24,Man,white,happy,young adult (20-29)
contempt_-_image0019021.jpg,34,Woman,asian,happy,middle-aged (30-49)
contempt_-_image0019061.jpg,38,Man,white,neutral,middle-aged (30-49)
contempt_-_image0019109.jpg,33,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0019186.jpg,43,Man,white,sad,middle-aged (30-49)
contempt_-_image0019199.jpg,48,Man,white,happy,middle-aged (30-49)
contempt_-_image0019201.jpg,24,Man,asian,neutral,young adult (20-29)
contempt_-_image0019234.jpg,41,Man,middle eastern,disgust,middle-aged (30-49)
contempt_-_image0019274.jpg,30,Woman,latino hispanic,fear,middle-aged (30-49)
contempt_-_image0019290.jpg,30,Man,white,neutral,middle-aged (30-49)
contempt_-_image0019296.jpg,31,Woman,white,happy,middle-aged (30-49)
contempt_-_image0019359.jpg,32,Man,black,neutral,middle-aged (30-49)
contempt_-_image0019377.jpg,38,Man,latino hispanic,fear,middle-aged (30-49)
contempt_-_image0019443.jpg,23,Man,latino hispanic,happy,young adult (20-29)
contempt_-_image0019462.jpg,31,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0019469.jpg,28,Man,white,happy,young adult (20-29)
contempt_-_image0019538.jpg,34,Woman,asian,neutral,middle-aged (30-49)
contempt_-_image0019545.jpg,33,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0019559.jpg,42,Man,white,neutral,middle-aged (30-49)
contempt_-_image0019696.jpg,25,Woman,white,neutral,young adult (20-29)
contempt_-_image0019739.jpg,44,Man,latino hispanic,disgust,middle-aged (30-49)
contempt_-_image0019808.jpg,23,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0019919.jpg,30,Woman,white,happy,middle-aged (30-49)
contempt_-_image0020008.jpg,27,Woman,asian,neutral,young adult (20-29)
contempt_-_image0020025.jpg,20,Man,asian,happy,young adult (20-29)
contempt_-_image0020034.jpg,29,Woman,middle eastern,neutral,young adult (20-29)
contempt_-_image0020055.jpg,22,Man,asian,angry,young adult (20-29)
contempt_-_image0020071.jpg,41,Man,middle eastern,sad,middle-aged (30-49)
contempt_-_image0020084.jpg,31,Man,white,fear,middle-aged (30-49)
contempt_-_image0020126.jpg,31,Man,asian,neutral,middle-aged (30-49)
contempt_-_image0020127.jpg,29,Man,white,happy,young adult (20-29)
contempt_-_image0020143.jpg,27,Man,latino hispanic,neutral,young adult (20-29)
contempt_-_image0020163.jpg,25,Man,middle eastern,happy,young adult (20-29)
contempt_-_image0020181.jpg,27,Woman,asian,fear,young adult (20-29)
contempt_-_image0020242.jpg,27,Man,latino hispanic,fear,young adult (20-29)
contempt_-_image0020261.jpg,34,Woman,white,happy,middle-aged (30-49)
contempt_-_image0020298.jpg,39,Man,white,disgust,middle-aged (30-49)
contempt_-_image0020388.jpg,32,Man,asian,neutral,middle-aged (30-49)
contempt_-_image0020400.jpg,48,Man,black,surprise,middle-aged (30-49)
contempt_-_image0020421.jpg,32,Man,white,fear,middle-aged (30-49)
contempt_-_image0020452.jpg,28,Woman,white,happy,young adult (20-29)
contempt_-_image0020480.jpg,24,Man,white,neutral,young adult (20-29)
contempt_-_image0020492.jpg,37,Man,white,neutral,middle-aged (30-49)
contempt_-_image0020581.jpg,23,Man,white,neutral,young adult (20-29)
contempt_-_image0020647.jpg,31,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0020667.jpg,31,Woman,white,happy,middle-aged (30-49)
contempt_-_image0020673.jpg,31,Woman,white,happy,middle-aged (30-49)
contempt_-_image0020693.jpg,43,Man,middle eastern,angry,middle-aged (30-49)
contempt_-_image0020708.jpg,28,Man,white,neutral,young adult (20-29)
contempt_-_image0020791.jpg,31,Woman,white,happy,middle-aged (30-49)
contempt_-_image0020800.jpg,32,Man,white,neutral,middle-aged (30-49)
contempt_-_image0020810.jpg,38,Woman,white,fear,middle-aged (30-49)
contempt_-_image0020865.jpg,24,Man,white,neutral,young adult (20-29)
contempt_-_image0020882.jpg,25,Man,middle eastern,sad,young adult (20-29)
contempt_-_image0020913.jpg,27,Man,asian,sad,young adult (20-29)
contempt_-_image0020934.jpg,36,Woman,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0020967.jpg,28,Man,black,happy,young adult (20-29)
contempt_-_image0020970.jpg,34,Woman,white,sad,middle-aged (30-49)
contempt_-_image0020971.jpg,46,Man,white,happy,middle-aged (30-49)
contempt_-_image0021002.jpg,26,Man,white,fear,young adult (20-29)
contempt_-_image0021012.jpg,34,Man,white,neutral,middle-aged (30-49)
contempt_-_image0021019.jpg,27,Man,latino hispanic,fear,young adult (20-29)
contempt_-_image0021030.jpg,31,Woman,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0021060.jpg,51,Man,indian,neutral,older adult (50-65)
contempt_-_image0021134.jpg,31,Man,middle eastern,angry,middle-aged (30-49)
contempt_-_image0021186.jpg,26,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0021198.jpg,29,Man,white,angry,young adult (20-29)
contempt_-_image0021209.jpg,29,Woman,asian,neutral,young adult (20-29)
contempt_-_image0021231.jpg,26,Man,white,neutral,young adult (20-29)
contempt_-_image0021257.jpg,32,Man,white,neutral,middle-aged (30-49)
contempt_-_image0021263.jpg,21,Woman,white,neutral,young adult (20-29)
contempt_-_image0021282.jpg,37,Man,middle eastern,happy,middle-aged (30-49)
contempt_-_image0021289.jpg,24,Man,white,sad,young adult (20-29)
contempt_-_image0021302.jpg,29,Man,white,angry,young adult (20-29)
contempt_-_image0021309.jpg,31,Man,middle eastern,happy,middle-aged (30-49)
contempt_-_image0021333.jpg,26,Man,asian,angry,young adult (20-29)
contempt_-_image0021348.jpg,31,Man,black,neutral,middle-aged (30-49)
contempt_-_image0021359.jpg,38,Man,middle eastern,neutral,middle-aged (30-49)
contempt_-_image0021528.jpg,46,Man,latino hispanic,sad,middle-aged (30-49)
contempt_-_image0021568.jpg,31,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0021594.jpg,25,Man,white,neutral,young adult (20-29)
contempt_-_image0021636.jpg,43,Man,white,happy,middle-aged (30-49)
contempt_-_image0021653.jpg,37,Man,white,happy,middle-aged (30-49)
contempt_-_image0021687.jpg,32,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0021815.jpg,24,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0021830.jpg,35,Man,white,happy,middle-aged (30-49)
contempt_-_image0021864.jpg,29,Man,middle eastern,sad,young adult (20-29)
contempt_-_image0021879.jpg,31,Woman,white,happy,middle-aged (30-49)
contempt_-_image0021892.jpg,43,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0021935.jpg,24,Man,white,sad,young adult (20-29)
contempt_-_image0021985.jpg,39,Woman,middle eastern,happy,middle-aged (30-49)
contempt_-_image0022063.jpg,43,Man,white,sad,middle-aged (30-49)
contempt_-_image0022167.jpg,42,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0022259.jpg,23,Woman,white,happy,young adult (20-29)
contempt_-_image0022333.jpg,24,Man,white,neutral,young adult (20-29)
contempt_-_image0022400.jpg,26,Man,white,neutral,young adult (20-29)
contempt_-_image0022470.jpg,29,Woman,white,happy,young adult (20-29)
contempt_-_image0022494.jpg,39,Man,white,sad,middle-aged (30-49)
contempt_-_image0022517.jpg,26,Woman,white,sad,young adult (20-29)
contempt_-_image0022580.jpg,34,Woman,white,happy,middle-aged (30-49)
contempt_-_image0022646.jpg,42,Man,white,sad,middle-aged (30-49)
contempt_-_image0022658.jpg,36,Woman,white,fear,middle-aged (30-49)
contempt_-_image0022706.jpg,42,Man,white,happy,middle-aged (30-49)
contempt_-_image0022726.jpg,34,Man,asian,happy,middle-aged (30-49)
contempt_-_image0022735.jpg,26,Man,white,happy,young adult (20-29)
contempt_-_image0022798.jpg,25,Man,white,neutral,young adult (20-29)
contempt_-_image0022851.jpg,48,Man,white,neutral,middle-aged (30-49)
contempt_-_image0022883.jpg,29,Man,latino hispanic,angry,young adult (20-29)
contempt_-_image0023008.jpg,25,Man,white,neutral,young adult (20-29)
contempt_-_image0023043.jpg,29,Man,middle eastern,angry,young adult (20-29)
contempt_-_image0023051.jpg,39,Man,white,neutral,middle-aged (30-49)
contempt_-_image0023140.jpg,34,Man,white,happy,middle-aged (30-49)
contempt_-_image0023162.jpg,45,Woman,white,happy,middle-aged (30-49)
contempt_-_image0023165.jpg,27,Woman,white,neutral,young adult (20-29)
contempt_-_image0023173.jpg,39,Man,white,neutral,middle-aged (30-49)
contempt_-_image0023211.jpg,48,Man,white,neutral,middle-aged (30-49)
contempt_-_image0023251.jpg,26,Woman,white,neutral,young adult (20-29)
contempt_-_image0023261.jpg,27,Man,latino hispanic,neutral,young adult (20-29)
contempt_-_image0023283.jpg,29,Woman,white,neutral,young adult (20-29)
contempt_-_image0023324.jpg,29,Woman,latino hispanic,neutral,young adult (20-29)
contempt_-_image0023386.jpg,22,Man,white,happy,young adult (20-29)
contempt_-_image0023400.jpg,34,Woman,indian,neutral,middle-aged (30-49)
contempt_-_image0023414.jpg,28,Woman,indian,sad,young adult (20-29)
contempt_-_image0023436.jpg,40,Man,white,sad,middle-aged (30-49)
contempt_-_image0023439.jpg,28,Woman,asian,neutral,young adult (20-29)
contempt_-_image0023445.jpg,34,Man,white,happy,middle-aged (30-49)
contempt_-_image0023503.jpg,33,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0023589.jpg,22,Man,white,neutral,young adult (20-29)
contempt_-_image0023658.jpg,49,Man,white,neutral,middle-aged (30-49)
contempt_-_image0023740.jpg,32,Woman,white,angry,middle-aged (30-49)
contempt_-_image0023754.jpg,29,Woman,white,happy,young adult (20-29)
contempt_-_image0023772.jpg,26,Woman,white,fear,young adult (20-29)
contempt_-_image0023773.jpg,35,Man,black,sad,middle-aged (30-49)
contempt_-_image0023814.jpg,32,Man,asian,angry,middle-aged (30-49)
contempt_-_image0023868.jpg,27,Man,white,neutral,young adult (20-29)
contempt_-_image0023945.jpg,34,Woman,white,sad,middle-aged (30-49)
contempt_-_image0023966.jpg,44,Man,white,neutral,middle-aged (30-49)
contempt_-_image0024044.jpg,24,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0024081.jpg,25,Man,latino hispanic,fear,young adult (20-29)
contempt_-_image0024093.jpg,23,Man,white,neutral,young adult (20-29)
contempt_-_image0024192.jpg,27,Man,white,neutral,young adult (20-29)
contempt_-_image0024229.jpg,38,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0024434.jpg,40,Man,white,angry,middle-aged (30-49)
contempt_-_image0024508.jpg,28,Man,black,neutral,young adult (20-29)
contempt_-_image0024509.jpg,30,Woman,black,happy,middle-aged (30-49)
contempt_-_image0024541.jpg,41,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0024549.jpg,48,Man,white,happy,middle-aged (30-49)
contempt_-_image0024640.jpg,41,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0024653.jpg,31,Woman,white,fear,middle-aged (30-49)
contempt_-_image0024701.jpg,29,Woman,white,neutral,young adult (20-29)
contempt_-_image0024746.jpg,27,Woman,white,happy,young adult (20-29)
contempt_-_image0024780.jpg,23,Man,white,disgust,young adult (20-29)
contempt_-_image0024812.jpg,40,Man,white,happy,middle-aged (30-49)
contempt_-_image0024850.jpg,32,Man,white,happy,middle-aged (30-49)
contempt_-_image0024971.jpg,33,Woman,white,happy,middle-aged (30-49)
contempt_-_image0025031.jpg,41,Man,white,disgust,middle-aged (30-49)
contempt_-_image0025041.jpg,37,Woman,white,happy,middle-aged (30-49)
contempt_-_image0025153.jpg,40,Man,indian,sad,middle-aged (30-49)
contempt_-_image0025176.jpg,32,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0025232.jpg,27,Woman,white,happy,young adult (20-29)
contempt_-_image0025251.jpg,33,Woman,latino hispanic,fear,middle-aged (30-49)
contempt_-_image0025274.jpg,25,Man,latino hispanic,angry,young adult (20-29)
contempt_-_image0025336.jpg,29,Man,white,neutral,young adult (20-29)
contempt_-_image0025343.jpg,41,Man,white,happy,middle-aged (30-49)
contempt_-_image0025366.jpg,29,Man,white,happy,young adult (20-29)
contempt_-_image0025398.jpg,27,Man,white,neutral,young adult (20-29)
contempt_-_image0025407.jpg,25,Man,white,neutral,young adult (20-29)
contempt_-_image0025418.jpg,28,Man,white,happy,young adult (20-29)
contempt_-_image0025453.jpg,31,Woman,asian,happy,middle-aged (30-49)
contempt_-_image0025456.jpg,31,Man,white,happy,middle-aged (30-49)
contempt_-_image0025462.jpg,23,Man,latino hispanic,neutral,young adult (20-29)
contempt_-_image0025475.jpg,32,Man,white,angry,middle-aged (30-49)
contempt_-_image0025476.jpg,39,Woman,white,happy,middle-aged (30-49)
contempt_-_image0025505.jpg,32,Man,middle eastern,neutral,middle-aged (30-49)
contempt_-_image0025552.jpg,36,Man,black,neutral,middle-aged (30-49)
contempt_-_image0025584.jpg,25,Man,white,angry,young adult (20-29)
contempt_-_image0025603.jpg,24,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0025815.jpg,38,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0025844.jpg,36,Man,white,neutral,middle-aged (30-49)
contempt_-_image0025883.jpg,31,Man,white,neutral,middle-aged (30-49)
contempt_-_image0025935.jpg,26,Man,white,happy,young adult (20-29)
contempt_-_image0025987.jpg,32,Man,white,sad,middle-aged (30-49)
contempt_-_image0026047.jpg,29,Man,white,neutral,young adult (20-29)
contempt_-_image0026049.jpg,24,Man,white,neutral,young adult (20-29)
contempt_-_image0026077.jpg,28,Woman,white,angry,young adult (20-29)
contempt_-_image0026228.jpg,35,Woman,white,happy,middle-aged (30-49)
contempt_-_image0026243.jpg,22,Man,white,neutral,young adult (20-29)
contempt_-_image0026307.jpg,30,Woman,white,happy,middle-aged (30-49)
contempt_-_image0026353.jpg,29,Woman,latino hispanic,sad,young adult (20-29)
contempt_-_image0026362.jpg,29,Man,latino hispanic,neutral,young adult (20-29)
contempt_-_image0026370.jpg,29,Woman,white,neutral,young adult (20-29)
contempt_-_image0026388.jpg,30,Woman,white,happy,middle-aged (30-49)
contempt_-_image0026400.jpg,28,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0026414.jpg,23,Man,latino hispanic,neutral,young adult (20-29)
contempt_-_image0026439.jpg,21,Man,white,neutral,young adult (20-29)
contempt_-_image0026471.jpg,24,Woman,white,angry,young adult (20-29)
contempt_-_image0026497.jpg,32,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0026636.jpg,27,Woman,asian,neutral,young adult (20-29)
contempt_-_image0026640.jpg,28,Man,latino hispanic,fear,young adult (20-29)
contempt_-_image0026644.jpg,33,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0026655.jpg,32,Woman,white,happy,middle-aged (30-49)
contempt_-_image0026672.jpg,23,Man,white,neutral,young adult (20-29)
contempt_-_image0026675.jpg,28,Woman,black,surprise,young adult (20-29)
contempt_-_image0026685.jpg,47,Man,white,angry,middle-aged (30-49)
contempt_-_image0026726.jpg,32,Man,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0026736.jpg,24,Woman,white,neutral,young adult (20-29)
contempt_-_image0026742.jpg,30,Man,white,happy,middle-aged (30-49)
contempt_-_image0026761.jpg,35,Man,asian,neutral,middle-aged (30-49)
contempt_-_image0026765.jpg,41,Man,white,neutral,middle-aged (30-49)
contempt_-_image0026783.jpg,30,Man,white,sad,middle-aged (30-49)
contempt_-_image0026795.jpg,29,Man,white,neutral,young adult (20-29)
contempt_-_image0026824.jpg,32,Woman,black,happy,middle-aged (30-49)
contempt_-_image0026838.jpg,32,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0026888.jpg,29,Woman,white,neutral,young adult (20-29)
contempt_-_image0026892.jpg,47,Man,asian,angry,middle-aged (30-49)
contempt_-_image0026897.jpg,46,Man,white,sad,middle-aged (30-49)
contempt_-_image0026903.jpg,48,Man,white,happy,middle-aged (30-49)
contempt_-_image0026910.jpg,34,Man,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0026939.jpg,24,Man,white,neutral,young adult (20-29)
contempt_-_image0026993.jpg,30,Man,middle eastern,neutral,middle-aged (30-49)
contempt_-_image0027022.jpg,27,Woman,white,happy,young adult (20-29)
contempt_-_image0027052.jpg,26,Woman,white,neutral,young adult (20-29)
contempt_-_image0027061.jpg,29,Man,middle eastern,happy,young adult (20-29)
contempt_-_image0027075.jpg,31,Woman,white,surprise,middle-aged (30-49)
contempt_-_image0027087.jpg,26,Woman,white,neutral,young adult (20-29)
contempt_-_image0027088.jpg,47,Man,middle eastern,angry,middle-aged (30-49)
contempt_-_image0027130.jpg,35,Man,middle eastern,neutral,middle-aged (30-49)
contempt_-_image0027135.jpg,29,Man,middle eastern,sad,young adult (20-29)
contempt_-_image0027138.jpg,28,Woman,latino hispanic,neutral,young adult (20-29)
contempt_-_image0027156.jpg,32,Man,white,happy,middle-aged (30-49)
contempt_-_image0027159.jpg,29,Woman,white,fear,young adult (20-29)
contempt_-_image0027174.jpg,43,Man,middle eastern,neutral,middle-aged (30-49)
contempt_-_image0027186.jpg,31,Man,middle eastern,disgust,middle-aged (30-49)
contempt_-_image0027197.jpg,32,Man,white,happy,middle-aged (30-49)
contempt_-_image0027207.jpg,32,Man,middle eastern,neutral,middle-aged (30-49)
contempt_-_image0027237.jpg,28,Man,asian,happy,young adult (20-29)
contempt_-_image0027252.jpg,34,Man,white,happy,middle-aged (30-49)
contempt_-_image0027255.jpg,24,Woman,white,neutral,young adult (20-29)
contempt_-_image0027258.jpg,24,Man,white,sad,young adult (20-29)
contempt_-_image0027274.jpg,20,Man,latino hispanic,neutral,young adult (20-29)
contempt_-_image0027280.jpg,32,Woman,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0027365.jpg,28,Man,white,happy,young adult (20-29)
contempt_-_image0027473.jpg,29,Man,white,happy,young adult (20-29)
contempt_-_image0027481.jpg,29,Man,white,neutral,young adult (20-29)
contempt_-_image0027575.jpg,33,Man,white,neutral,middle-aged (30-49)
contempt_-_image0027596.jpg,24,Man,asian,happy,young adult (20-29)
contempt_-_image0027668.jpg,28,Woman,white,neutral,young adult (20-29)
contempt_-_image0027684.jpg,28,Woman,white,neutral,young adult (20-29)
contempt_-_image0027708.jpg,27,Man,black,happy,young adult (20-29)
contempt_-_image0027741.jpg,30,Man,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0027813.jpg,32,Man,asian,neutral,middle-aged (30-49)
contempt_-_image0027815.jpg,31,Man,asian,neutral,middle-aged (30-49)
contempt_-_image0027852.jpg,24,Woman,white,neutral,young adult (20-29)
contempt_-_image0027862.jpg,30,Man,white,angry,middle-aged (30-49)
contempt_-_image0027894.jpg,32,Woman,white,happy,middle-aged (30-49)
contempt_-_image0027902.jpg,31,Woman,white,happy,middle-aged (30-49)
contempt_-_image0027927.jpg,23,Man,white,neutral,young adult (20-29)
contempt_-_image0027928.jpg,44,Man,middle eastern,happy,middle-aged (30-49)
contempt_-_image0028003.jpg,30,Woman,asian,happy,middle-aged (30-49)
contempt_-_image0028105.jpg,30,Woman,white,happy,middle-aged (30-49)
contempt_-_image0028120.jpg,50,Man,white,sad,older adult (50-65)
contempt_-_image0028147.jpg,32,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0028188.jpg,23,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0028226.jpg,29,Woman,latino hispanic,neutral,young adult (20-29)
contempt_-_image0028238.jpg,39,Man,white,neutral,middle-aged (30-49)
contempt_-_image0028245.jpg,20,Man,white,neutral,young adult (20-29)
contempt_-_image0028249.jpg,28,Man,white,happy,young adult (20-29)
contempt_-_image0028272.jpg,26,Man,white,neutral,young adult (20-29)
contempt_-_image0028336.jpg,30,Man,white,neutral,middle-aged (30-49)
contempt_-_image0028378.jpg,27,Man,white,happy,young adult (20-29)
contempt_-_image0028390.jpg,41,Man,middle eastern,angry,middle-aged (30-49)
contempt_-_image0028438.jpg,31,Man,white,neutral,middle-aged (30-49)
contempt_-_image0028449.jpg,38,Woman,white,surprise,middle-aged (30-49)
contempt_-_image0028459.jpg,26,Man,white,angry,young adult (20-29)
contempt_-_image0028526.jpg,34,Man,white,neutral,middle-aged (30-49)
contempt_-_image0028546.jpg,25,Man,white,happy,young adult (20-29)
contempt_-_image0028573.jpg,29,Woman,white,fear,young adult (20-29)
contempt_-_image0028738.jpg,29,Man,white,sad,young adult (20-29)
contempt_-_image0028748.jpg,33,Woman,white,sad,middle-aged (30-49)
contempt_-_image0028772.jpg,47,Man,white,neutral,middle-aged (30-49)
contempt_-_image0028795.jpg,37,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0028848.jpg,32,Woman,white,happy,middle-aged (30-49)
contempt_-_image0028854.jpg,46,Man,middle eastern,angry,middle-aged (30-49)
contempt_-_image0028910.jpg,34,Man,white,neutral,middle-aged (30-49)
contempt_-_image0028924.jpg,59,Man,latino hispanic,sad,older adult (50-65)
contempt_-_image0028939.jpg,31,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0028994.jpg,24,Man,white,neutral,young adult (20-29)
contempt_-_image0029029.jpg,29,Woman,white,happy,young adult (20-29)
contempt_-_image0029049.jpg,53,Woman,white,happy,older adult (50-65)
contempt_-_image0029074.jpg,32,Man,black,happy,middle-aged (30-49)
contempt_-_image0029150.jpg,46,Man,latino hispanic,angry,middle-aged (30-49)
contempt_-_image0029162.jpg,27,Woman,white,disgust,young adult (20-29)
contempt_-_image0029176.jpg,32,Woman,white,happy,middle-aged (30-49)
contempt_-_image0029180.jpg,54,Man,white,neutral,older adult (50-65)
contempt_-_image0029195.jpg,24,Woman,white,neutral,young adult (20-29)
contempt_-_image0029261.jpg,26,Woman,white,fear,young adult (20-29)
contempt_-_image0029263.jpg,38,Man,middle eastern,happy,middle-aged (30-49)
contempt_-_image0029297.jpg,31,Woman,white,happy,middle-aged (30-49)
contempt_-_image0029298.jpg,31,Man,middle eastern,neutral,middle-aged (30-49)
contempt_-_image0029324.jpg,30,Man,white,happy,middle-aged (30-49)
contempt_-_image0029344.jpg,38,Man,white,happy,middle-aged (30-49)
contempt_-_image0029367.jpg,29,Man,white,fear,young adult (20-29)
contempt_-_image0029374.jpg,44,Man,white,neutral,middle-aged (30-49)
contempt_-_image0029437.jpg,28,Woman,white,neutral,young adult (20-29)
contempt_-_image0029581.jpg,29,Man,white,neutral,young adult (20-29)
contempt_-_image0029615.jpg,30,Man,asian,neutral,middle-aged (30-49)
contempt_-_image0029617.jpg,32,Man,white,happy,middle-aged (30-49)
contempt_-_image0029621.jpg,28,Man,white,happy,young adult (20-29)
contempt_-_image0029624.jpg,26,Man,asian,neutral,young adult (20-29)
contempt_-_image0029693.jpg,41,Woman,white,happy,middle-aged (30-49)
contempt_-_image0029698.jpg,30,Man,white,happy,middle-aged (30-49)
contempt_-_image0029742.jpg,39,Man,white,neutral,middle-aged (30-49)
contempt_-_image0029748.jpg,34,Man,white,neutral,middle-aged (30-49)
contempt_-_image0029765.jpg,44,Man,latino hispanic,angry,middle-aged (30-49)
contempt_-_image0029800.jpg,25,Man,white,sad,young adult (20-29)
contempt_-_image0029840.jpg,25,Man,white,neutral,young adult (20-29)
contempt_-_image0029858.jpg,35,Man,white,happy,middle-aged (30-49)
contempt_-_image0029865.jpg,34,Man,white,sad,middle-aged (30-49)
contempt_-_image0029872.jpg,22,Man,middle eastern,neutral,young adult (20-29)
contempt_-_image0029918.jpg,27,Man,white,neutral,young adult (20-29)
contempt_-_image0029919.jpg,29,Woman,white,happy,young adult (20-29)
contempt_-_image0029944.jpg,33,Man,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0029948.jpg,24,Woman,latino hispanic,happy,young adult (20-29)
contempt_-_image0030003.jpg,29,Man,white,neutral,young adult (20-29)
contempt_-_image0030050.jpg,31,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0030070.jpg,42,Man,middle eastern,happy,middle-aged (30-49)
contempt_-_image0030123.jpg,31,Man,indian,neutral,middle-aged (30-49)
contempt_-_image0030181.jpg,36,Woman,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0030187.jpg,32,Man,white,happy,middle-aged (30-49)
contempt_-_image0030201.jpg,29,Man,white,neutral,young adult (20-29)
contempt_-_image0030225.jpg,33,Man,white,neutral,middle-aged (30-49)
contempt_-_image0030255.jpg,31,Woman,white,neutral,middle-aged (30-49)
contempt_-_image0030319.jpg,29,Woman,white,neutral,young adult (20-29)
contempt_-_image0030357.jpg,30,Man,white,happy,middle-aged (30-49)
contempt_-_image0030391.jpg,25,Woman,white,happy,young adult (20-29)
contempt_-_image0030441.jpg,33,Man,white,angry,middle-aged (30-49)
contempt_-_image0030466.jpg,25,Woman,middle eastern,neutral,young adult (20-29)
contempt_-_image0030482.jpg,48,Man,white,neutral,middle-aged (30-49)
contempt_-_image0030528.jpg,29,Woman,white,happy,young adult (20-29)
contempt_-_image0030529.jpg,28,Man,asian,neutral,young adult (20-29)
contempt_-_image0030539.jpg,25,Man,asian,neutral,young adult (20-29)
contempt_-_image0030643.jpg,33,Woman,white,sad,middle-aged (30-49)
contempt_-_image0030674.jpg,34,Woman,black,sad,middle-aged (30-49)
contempt_-_image0030687.jpg,27,Woman,white,neutral,young adult (20-29)
contempt_-_image0030692.jpg,24,Man,middle eastern,angry,young adult (20-29)
contempt_-_image0030752.jpg,34,Woman,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0030765.jpg,29,Woman,white,happy,young adult (20-29)
contempt_-_image0030768.jpg,31,Man,white,angry,middle-aged (30-49)
contempt_-_image0030769.jpg,28,Woman,white,happy,young adult (20-29)
contempt_-_image0030772.jpg,34,Woman,white,sad,middle-aged (30-49)
contempt_-_image0030785.jpg,33,Man,white,happy,middle-aged (30-49)
contempt_-_image0030789.jpg,25,Man,latino hispanic,sad,young adult (20-29)
contempt_-_image0030802.jpg,52,Man,middle eastern,angry,older adult (50-65)
contempt_-_image0030808.jpg,31,Woman,latino hispanic,neutral,middle-aged (30-49)
contempt_-_image0030814.jpg,33,Woman,black,neutral,middle-aged (30-49)
contempt_-_image0030815.jpg,33,Man,white,neutral,middle-aged (30-49)
contempt_-_image0030823.jpg,31,Woman,latino hispanic,happy,middle-aged (30-49)
contempt_-_image0030838.jpg,40,Man,white,neutral,middle-aged (30-49)
contempt_-_image0030844.jpg,36,Man,white,happy,middle-aged (30-49)
contempt_-_image0030847.jpg,31,Man,asian,neutral,middle-aged (30-49)
contempt_-_image0030848.jpg,37,Man,white,neutral,middle-aged (30-49)
contempt_-_image0030855.jpg,23,Woman,white,happy,young adult (20-29)
contempt_-_image0030864.jpg,29,Man,black,neutral,young adult (20-29)
contempt_-_image0030871.jpg,27,Man,indian,neutral,young adult (20-29)
contempt_-_image0030872.jpg,38,Man,white,angry,middle-aged (30-49)
contempt_-_image0030873.jpg,30,Man,white,neutral,middle-aged (30-49)
contempt_-_image0030877.jpg,30,Woman,white,happy,middle-aged (30-49)
contempt_-_image0030884.jpg,30,Man,white,neutral,middle-aged (30-49)
contempt_-_image0030887.jpg,29,Man,middle eastern,fear,young adult (20-29)
contempt_-_image0030888.jpg,29,Woman,white,fear,young adult (20-29)
contempt_-_image0030901.jpg,27,Woman,white,happy,young adult (20-29)
contempt_-_image0030907.jpg,35,Woman,white,happy,middle-aged (30-49)
contempt_-_image0030918.jpg,28,Woman,white,happy,young adult (20-29)
